,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
865,30,1,1329,Sales,29,4,Life Sciences,1211,3,1,61,3,2,Sales Executive,1,1,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,0
360,57,1,593,Research & Development,1,4,Medical,482,4,1,88,3,2,Healthcare Representative,3,2,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
277,38,1,322,Sales,7,2,Medical,382,1,0,44,4,2,Sales Executive,1,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0
579,34,1,121,Research & Development,2,4,Medical,804,3,0,86,2,1,Research Scientist,1,1,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,0
1388,32,0,1146,Research & Development,15,4,Medical,1955,3,0,34,3,2,Healthcare Representative,4,1,6667,16542,5,0,18,3,2,1,9,6,3,5,1,1,2,0
915,21,2,251,Research & Development,10,2,Life Sciences,1279,1,0,45,2,1,Laboratory Technician,3,1,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,1
937,39,1,412,Research & Development,13,4,Medical,1307,3,0,94,2,4,Manager,2,1,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,0
561,52,1,621,Sales,3,4,Marketing,776,3,1,31,2,4,Manager,1,2,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,0
1409,40,2,692,Research & Development,11,3,Technical Degree,1985,4,0,73,3,2,Laboratory Technician,3,2,6323,26849,1,0,11,3,1,1,10,2,4,10,9,9,4,0
1420,41,1,642,Research & Development,1,3,Life Sciences,1999,4,1,76,3,1,Research Scientist,4,2,2782,21412,3,0,22,4,1,1,12,3,3,5,3,1,0,0
926,43,1,531,Sales,4,4,Marketing,1293,4,0,56,2,3,Sales Executive,4,1,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,0
87,51,1,432,Research & Development,9,4,Life Sciences,116,4,1,96,3,1,Laboratory Technician,4,2,2075,18725,3,0,23,4,2,2,10,4,3,4,2,0,3,0
266,31,1,1463,Research & Development,23,3,Medical,367,2,1,64,2,2,Healthcare Representative,4,2,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0
19,38,1,371,Research & Development,2,3,Life Sciences,24,4,1,45,3,1,Research Scientist,4,1,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2,0
1438,23,2,638,Sales,9,3,Marketing,2023,4,1,33,3,1,Sales Representative,1,2,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,1
88,30,1,288,Research & Development,2,3,Life Sciences,117,3,1,99,2,2,Healthcare Representative,4,2,4152,15830,1,0,19,3,1,3,11,3,3,11,10,10,8,0
879,60,1,696,Sales,7,4,Marketing,1233,2,1,52,4,2,Sales Executive,4,1,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0
1373,38,2,1394,Research & Development,8,3,Medical,1937,4,0,58,2,2,Research Scientist,2,1,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,0
154,32,2,967,Sales,8,3,Marketing,207,2,0,43,3,3,Sales Executive,4,1,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,0
1230,24,1,506,Research & Development,29,1,Medical,1725,2,1,91,3,1,Laboratory Technician,1,1,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,0
775,43,1,415,Sales,25,3,Medical,1076,3,1,79,2,3,Sales Executive,4,1,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0
251,39,2,505,Research & Development,2,4,Technical Degree,343,3,0,64,3,3,Healthcare Representative,3,1,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0
605,38,2,471,Research & Development,12,3,Life Sciences,837,1,1,45,2,2,Healthcare Representative,1,1,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,0
514,33,2,1076,Research & Development,3,3,Life Sciences,702,1,1,70,3,1,Research Scientist,1,1,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,1
620,35,1,1343,Research & Development,27,1,Medical,856,3,0,53,2,1,Research Scientist,1,1,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0
1088,42,1,1210,Research & Development,2,3,Medical,1542,3,1,68,2,1,Laboratory Technician,2,2,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0,0
632,42,2,1271,Research & Development,2,1,Medical,875,2,1,35,3,1,Research Scientist,4,1,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0
860,22,2,1256,Research & Development,3,4,Life Sciences,1203,3,1,48,2,1,Research Scientist,4,2,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,1
1407,24,1,771,Research & Development,1,2,Life Sciences,1981,2,1,45,2,2,Healthcare Representative,3,1,4617,14120,1,0,12,3,2,0,4,2,2,4,3,1,2,0
545,30,1,501,Sales,27,5,Marketing,747,3,1,99,3,2,Sales Executive,4,1,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,0
125,26,1,841,Research & Development,6,3,Other,164,3,0,46,2,1,Research Scientist,2,2,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,0
114,34,1,1031,Research & Development,6,4,Life Sciences,151,3,0,45,2,2,Research Scientist,2,1,4505,15000,6,0,15,3,3,1,12,3,3,1,0,0,0,0
457,18,2,1306,Sales,5,3,Marketing,614,2,1,69,3,1,Sales Representative,2,1,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,1
394,31,1,480,Research & Development,7,2,Medical,524,2,0,31,3,2,Manufacturing Director,1,2,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0
461,35,1,195,Sales,1,3,Medical,620,1,0,80,3,2,Sales Executive,3,1,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0
1460,29,1,468,Research & Development,28,4,Medical,2054,4,0,73,2,1,Research Scientist,1,1,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,0
1034,45,1,1038,Research & Development,20,3,Medical,1460,2,1,95,1,3,Healthcare Representative,1,1,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,0
774,55,0,444,Research & Development,2,1,Medical,1074,3,1,40,2,4,Manager,1,1,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,0
10,35,1,809,Research & Development,16,3,Medical,14,1,1,84,4,1,Laboratory Technician,2,2,2426,16479,0,0,13,3,3,1,6,5,3,5,4,0,3,0
429,46,1,1009,Research & Development,2,3,Life Sciences,575,1,1,51,3,4,Research Director,3,2,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0
322,32,1,1018,Research & Development,2,4,Medical,439,1,0,74,4,2,Research Scientist,4,1,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0
400,39,2,1218,Research & Development,1,1,Life Sciences,531,2,1,52,3,5,Manager,3,1,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0
1103,48,1,492,Sales,16,4,Life Sciences,1557,3,0,96,3,2,Sales Executive,3,1,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,0
982,38,2,693,Research & Development,7,3,Life Sciences,1382,4,1,57,4,1,Research Scientist,3,1,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,0
595,58,1,286,Research & Development,2,4,Life Sciences,825,4,1,31,3,5,Research Director,2,1,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,1
67,45,1,1339,Research & Development,7,3,Life Sciences,86,2,1,59,3,3,Research Scientist,1,1,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,0
974,27,2,793,Sales,2,1,Life Sciences,1371,4,1,43,1,2,Sales Executive,4,1,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,0
582,40,2,791,Research & Development,2,2,Medical,807,3,0,38,4,2,Healthcare Representative,2,2,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0
943,46,1,991,Human Resources,1,2,Life Sciences,1314,4,0,44,3,1,Human Resources,1,1,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0
423,30,0,1398,Sales,22,4,Other,567,3,0,69,3,3,Sales Executive,1,2,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0
1095,33,1,589,Research & Development,28,4,Life Sciences,1549,2,1,79,3,2,Laboratory Technician,3,2,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,0
152,53,1,1436,Sales,6,2,Marketing,205,2,1,34,3,2,Sales Representative,3,2,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,0
352,48,1,530,Sales,29,1,Medical,473,1,0,91,3,3,Manager,3,2,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0
456,31,1,688,Sales,7,3,Life Sciences,613,3,1,44,2,3,Manager,4,1,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0
407,45,1,192,Research & Development,10,2,Life Sciences,544,1,1,69,3,1,Research Scientist,4,2,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0
868,28,1,1179,Research & Development,19,4,Medical,1216,4,1,78,2,1,Laboratory Technician,1,2,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0
1126,50,1,264,Sales,9,3,Marketing,1591,3,1,59,3,5,Manager,3,2,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,0
1283,28,1,1181,Research & Development,1,3,Life Sciences,1799,3,1,82,3,1,Research Scientist,4,2,2044,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,0
957,40,0,458,Research & Development,16,2,Life Sciences,1340,3,1,74,3,1,Research Scientist,3,1,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0,0
735,48,1,277,Research & Development,6,3,Life Sciences,1022,1,1,97,2,2,Healthcare Representative,3,1,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,0
313,33,2,553,Research & Development,5,4,Life Sciences,428,4,0,74,3,3,Manager,2,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0
9,36,1,1299,Research & Development,27,3,Medical,13,3,1,94,3,2,Healthcare Representative,3,2,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7,0
110,51,2,1456,Research & Development,1,4,Medical,145,1,0,30,2,3,Healthcare Representative,1,1,7484,25796,3,0,20,4,3,0,23,1,2,13,12,12,8,0
34,24,1,813,Research & Development,1,3,Medical,45,2,1,61,3,1,Research Scientist,4,2,2293,3020,2,1,16,3,1,1,6,2,2,2,0,2,0,1
808,29,1,1107,Research & Development,28,4,Life Sciences,1120,3,0,93,3,1,Research Scientist,4,1,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,0
28,44,1,477,Research & Development,7,4,Medical,36,1,0,42,2,3,Healthcare Representative,4,2,10248,2094,3,0,14,3,4,1,24,4,3,22,6,5,17,0
275,37,0,728,Research & Development,1,4,Medical,380,1,0,80,3,3,Research Director,4,1,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,0
1266,41,1,548,Research & Development,9,4,Life Sciences,1772,3,1,94,3,1,Laboratory Technician,1,1,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,0
5,32,2,1005,Research & Development,2,2,Life Sciences,8,4,1,79,3,1,Laboratory Technician,4,1,3068,11864,0,0,13,3,3,0,8,2,2,7,7,3,6,0
1076,54,2,1050,Research & Development,11,4,Medical,1520,2,0,87,3,4,Manager,4,1,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12,0
6,59,1,1324,Research & Development,3,3,Medical,10,3,0,81,4,1,Laboratory Technician,1,2,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0,0
914,55,0,177,Research & Development,8,1,Medical,1278,4,1,37,2,4,Healthcare Representative,2,1,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,0
548,43,2,775,Sales,15,3,Life Sciences,754,4,1,47,2,2,Sales Executive,4,2,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2,0
893,29,1,1010,Research & Development,1,3,Life Sciences,1249,1,0,97,3,1,Research Scientist,4,1,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,0
348,42,1,810,Research & Development,23,5,Life Sciences,468,1,0,44,3,4,Research Director,4,1,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0
874,30,1,853,Research & Development,7,4,Life Sciences,1224,3,1,49,3,2,Laboratory Technician,3,1,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,0
681,38,1,1333,Research & Development,1,3,Technical Degree,950,4,0,80,3,3,Research Director,1,2,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,0
1395,31,2,754,Sales,26,4,Marketing,1967,1,1,63,3,2,Sales Executive,4,2,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,1
48,46,2,1211,Sales,5,4,Marketing,62,1,1,98,3,2,Sales Executive,4,1,5772,20445,4,1,21,4,3,0,14,4,3,9,6,0,8,0
1244,30,2,1312,Research & Development,2,4,Technical Degree,1745,4,0,78,2,1,Research Scientist,1,1,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,0
651,47,1,249,Sales,2,2,Marketing,903,3,0,35,3,2,Sales Executive,4,2,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,0
941,30,1,1138,Research & Development,6,3,Technical Degree,1311,1,0,48,2,2,Laboratory Technician,4,2,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,0
438,35,1,1276,Research & Development,16,3,Life Sciences,586,4,1,72,3,3,Healthcare Representative,3,2,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0
380,24,1,1371,Sales,10,4,Marketing,507,4,0,77,3,2,Sales Executive,3,1,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0
1262,43,2,807,Research & Development,17,3,Technical Degree,1767,3,1,38,2,1,Research Scientist,3,2,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,1
947,52,1,1030,Sales,5,3,Life Sciences,1319,2,1,64,3,3,Sales Executive,2,1,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,1
1445,41,1,582,Research & Development,28,4,Life Sciences,2034,1,0,60,2,4,Manufacturing Director,2,2,13570,5640,0,0,23,4,3,1,21,3,3,20,7,0,10,0
1419,42,1,557,Research & Development,18,4,Life Sciences,1998,4,1,35,3,2,Research Scientist,1,1,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,0
945,50,1,1322,Research & Development,28,3,Life Sciences,1317,4,0,43,3,4,Research Director,1,2,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,0
1461,50,1,410,Sales,28,3,Marketing,2055,4,1,39,2,3,Sales Executive,1,1,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0,1
385,30,2,464,Research & Development,4,3,Technical Degree,514,3,1,40,3,1,Research Scientist,4,1,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1
1354,56,1,1162,Research & Development,24,2,Life Sciences,1907,1,1,97,3,1,Laboratory Technician,4,1,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0,1
1459,29,1,1378,Research & Development,13,2,Other,2053,4,1,46,2,2,Laboratory Technician,2,2,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,0
538,41,1,314,Human Resources,1,3,Human Resources,734,4,1,59,2,5,Manager,3,2,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,0
183,50,1,328,Research & Development,1,3,Medical,249,3,1,86,2,1,Laboratory Technician,3,2,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,0
703,38,0,152,Sales,10,3,Technical Degree,983,3,0,85,3,2,Sales Executive,4,1,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,0
891,44,1,1117,Research & Development,2,1,Life Sciences,1246,1,0,72,4,1,Research Scientist,4,2,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,0
1383,36,0,1351,Research & Development,9,4,Life Sciences,1949,1,1,66,4,1,Laboratory Technician,2,2,2810,9238,1,0,22,4,2,0,5,3,3,5,4,0,2,0
911,25,2,599,Sales,24,1,Life Sciences,1273,3,1,73,1,1,Sales Representative,4,1,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1
855,37,1,977,Research & Development,1,3,Life Sciences,1196,4,0,56,2,2,Manufacturing Director,4,2,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0
412,46,1,1485,Research & Development,18,3,Medical,550,3,0,87,3,2,Manufacturing Director,3,1,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0
1160,45,1,1329,Research & Development,2,2,Other,1635,4,0,59,2,2,Manufacturing Director,4,1,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,0
543,44,0,381,Research & Development,24,3,Medical,744,1,1,49,1,1,Laboratory Technician,3,1,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4,0
1375,32,2,238,Research & Development,5,2,Life Sciences,1939,1,0,47,4,1,Research Scientist,3,1,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,1
106,50,2,1115,Research & Development,1,3,Life Sciences,141,1,0,73,3,5,Research Director,2,2,18172,9755,3,1,19,3,1,0,28,1,2,8,3,0,7,0
1258,29,1,590,Research & Development,4,3,Technical Degree,1762,4,0,91,2,1,Research Scientist,1,1,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,0
713,45,1,974,Research & Development,1,4,Medical,996,4,0,91,3,1,Laboratory Technician,4,1,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,0
1155,39,1,170,Research & Development,3,2,Medical,1627,3,1,76,2,2,Laboratory Technician,3,1,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,0
356,42,1,1332,Research & Development,2,4,Other,477,1,1,98,2,2,Healthcare Representative,4,1,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0
979,34,1,285,Research & Development,29,3,Medical,1377,2,1,86,3,2,Laboratory Technician,3,2,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,0
720,30,1,138,Research & Development,22,3,Life Sciences,1004,1,0,48,3,1,Research Scientist,3,2,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,1
174,45,1,1268,Sales,4,2,Life Sciences,240,3,0,30,3,2,Sales Executive,1,1,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,0
712,33,1,461,Research & Development,13,1,Life Sciences,995,2,0,53,3,1,Research Scientist,4,1,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0
280,53,1,1070,Research & Development,3,4,Medical,386,3,1,45,3,4,Research Director,3,2,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0
1345,35,1,219,Research & Development,16,2,Other,1886,4,0,44,2,2,Manufacturing Director,2,2,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,0
1121,36,1,884,Sales,1,4,Life Sciences,1585,2,0,73,3,2,Sales Executive,3,1,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,0
358,36,0,845,Sales,1,5,Medical,479,4,0,45,3,2,Sales Executive,4,1,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,0
964,34,1,507,Sales,15,2,Medical,1356,3,0,66,3,2,Sales Executive,1,1,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,0
1199,36,1,1351,Research & Development,26,4,Life Sciences,1682,1,1,80,3,2,Healthcare Representative,3,2,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,0
485,27,1,798,Research & Development,6,4,Medical,655,1,0,66,2,1,Research Scientist,3,1,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0
853,19,1,645,Research & Development,9,2,Life Sciences,1193,3,1,54,3,1,Research Scientist,1,1,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,0
214,30,1,1005,Research & Development,3,3,Technical Degree,297,4,0,88,3,1,Research Scientist,1,1,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,1
285,37,1,1372,Research & Development,1,3,Life Sciences,391,4,0,42,3,1,Research Scientist,4,1,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0
422,19,1,489,Human Resources,2,2,Technical Degree,566,1,1,52,2,1,Human Resources,4,1,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1
897,59,1,326,Sales,3,3,Life Sciences,1254,3,0,48,2,2,Sales Executive,4,1,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,0
1411,25,1,309,Human Resources,2,3,Human Resources,1987,3,0,82,3,1,Human Resources,2,2,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,0
1146,34,2,426,Research & Development,10,4,Life Sciences,1615,3,1,42,4,2,Manufacturing Director,4,1,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,0
191,27,1,894,Research & Development,9,3,Medical,260,4,0,99,3,1,Research Scientist,2,1,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,0
484,31,1,525,Sales,6,4,Medical,653,1,1,66,4,2,Sales Executive,4,1,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0
135,36,1,216,Research & Development,6,2,Medical,178,2,1,84,3,2,Manufacturing Director,2,1,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1,0
1254,49,1,1313,Sales,11,4,Marketing,1757,4,0,80,3,2,Sales Executive,4,1,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,0
955,55,1,282,Research & Development,2,2,Medical,1336,4,0,58,1,5,Manager,3,2,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11,0
20,24,0,673,Research & Development,11,2,Other,26,1,0,96,4,2,Manufacturing Director,3,1,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3,0
682,32,0,1184,Research & Development,1,3,Life Sciences,951,3,0,70,2,1,Laboratory Technician,2,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,0
744,37,1,1141,Research & Development,11,2,Medical,1033,1,0,61,1,2,Healthcare Representative,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,1
181,34,1,629,Research & Development,27,2,Medical,247,4,0,95,3,1,Research Scientist,2,1,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,0
131,50,2,809,Sales,12,3,Marketing,174,3,0,77,3,3,Sales Executive,4,1,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,0
626,32,1,638,Research & Development,8,2,Medical,865,3,0,91,4,2,Research Scientist,3,2,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3,0
512,27,1,1115,Research & Development,3,4,Medical,700,1,1,54,2,1,Research Scientist,4,1,2045,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,0
1105,33,1,1242,Sales,8,4,Life Sciences,1560,1,1,46,3,2,Sales Executive,1,2,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,0
1252,34,1,181,Research & Development,2,4,Medical,1755,4,1,97,4,1,Research Scientist,4,2,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,0
526,39,1,408,Research & Development,2,4,Technical Degree,721,4,0,80,2,2,Healthcare Representative,3,1,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10,0
194,45,0,1195,Research & Development,2,2,Medical,264,1,1,65,2,4,Manager,4,2,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,0
953,44,1,935,Research & Development,3,3,Life Sciences,1333,1,1,89,3,1,Laboratory Technician,1,2,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,1
1145,36,1,559,Research & Development,12,4,Life Sciences,1614,3,0,76,3,2,Manufacturing Director,3,2,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,0
1379,27,2,1337,Human Resources,22,3,Human Resources,1944,1,0,58,2,1,Human Resources,2,2,2863,19555,1,0,12,3,1,0,1,2,3,1,0,0,0,1
1033,31,2,1445,Research & Development,1,5,Life Sciences,1459,3,0,100,4,3,Manufacturing Director,2,1,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,1
472,37,1,446,Research & Development,1,4,Life Sciences,635,2,0,65,3,2,Manufacturing Director,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0
672,42,1,462,Sales,14,2,Medical,936,3,0,68,2,2,Sales Executive,3,1,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,0
366,41,2,143,Sales,4,3,Marketing,488,1,1,56,3,2,Sales Executive,2,1,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,1
1292,39,2,766,Sales,20,3,Life Sciences,1812,3,1,83,3,2,Sales Executive,4,1,4127,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,0
778,46,1,1003,Research & Development,8,4,Life Sciences,1080,4,0,74,2,2,Research Scientist,1,1,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,0
670,27,1,618,Research & Development,4,3,Life Sciences,933,2,0,76,3,1,Research Scientist,3,1,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,0
281,42,1,635,Sales,1,1,Life Sciences,387,2,1,99,3,2,Sales Executive,3,2,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0
652,37,0,1252,Sales,19,2,Medical,904,1,1,32,3,3,Sales Executive,2,1,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9,0
57,35,1,1142,Research & Development,23,4,Medical,75,3,0,30,3,1,Laboratory Technician,1,2,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,0
1206,26,0,786,Research & Development,7,3,Medical,1693,4,1,76,3,1,Laboratory Technician,4,1,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,0
758,59,1,1089,Sales,1,2,Technical Degree,1048,2,1,66,3,3,Manager,4,2,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,0
748,26,0,265,Sales,29,2,Medical,1037,2,1,79,1,2,Sales Executive,1,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,1
1315,36,1,430,Research & Development,2,4,Other,1847,4,0,73,3,2,Research Scientist,2,2,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,0
361,40,1,1171,Research & Development,10,4,Life Sciences,483,4,0,46,4,1,Laboratory Technician,3,2,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0
1175,39,1,492,Research & Development,12,3,Medical,1654,4,1,66,3,2,Manufacturing Director,2,2,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,0
1002,35,2,200,Research & Development,18,2,Life Sciences,1412,3,1,60,3,3,Manufacturing Director,4,1,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,0
851,56,1,718,Research & Development,4,4,Technical Degree,1191,4,0,92,3,5,Manager,1,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0
674,58,1,1272,Research & Development,5,3,Technical Degree,940,3,0,37,2,3,Healthcare Representative,2,1,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4,0
813,39,2,203,Research & Development,2,3,Life Sciences,1127,1,1,84,3,4,Healthcare Representative,4,1,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,1
406,52,1,319,Research & Development,3,3,Medical,543,4,1,39,2,3,Manufacturing Director,3,2,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0
1047,33,2,430,Sales,7,3,Medical,1477,4,1,54,3,2,Sales Executive,1,2,4373,17456,0,0,14,3,1,2,5,2,3,4,3,0,3,0
